0,1
1,2,3,9,11,22
2,2,22,28
3,1,18,34
4,3,6,9,10,11,14,15,18,31,32
5,4,10,25,31,33,34
6,1,2,8,10,14,20,23,26,27,29,33,34
7,1,6,11,15,20,28,31,34
8,1,10,21,25,27,28,29,31,32
9,6,13,22,24,25,26,28,29,33
10,1,2,11,21,24,25,26,28,31,32,33
11,1,7,8,11,12,14,18,19,20,28,30,31,33
12,1,3,4,9,12,17,19,34
13,1,3,4,5,9,11,12,13,15,16,19,20,22,23,24,27,32,34
14,1,20,23,24,26,30,32
15,6,13,26,34
16,1,19,32
17,8,9,11,14,25,34
18,3,10,15,16,23,26,27,32
19,1,4,29
20,1,3,4,5,7,8,9,12,20
21,2,4,5,7,8,9,10,17,20,22,28,29,32
22,4,7,8,18,22,24,26,31,33,34
23,8,9,13,15,16,23,24,27,34
24,2,3,10,19,28
25,4,8,9,10,24,25
26,14,30,31,32,33,34
27,2,14,15,27,32,34
28,1,2,3,8,14,15,20,22,27,30,32
29,1,3,12,14,18,22,27,28,31,33
30,3,8,9,18,19,21,25,30
31,2,4,29,31,32
32,3,4,14,20,22,26
33,8,9,28,33,34
34,1,10,23,29
35,4,5,6,7,9,11,18,20,22,32,34
36,2,6,10,11,19,20,23,26,28,32,34
37,5,9,10,20,22,25,26,27,29,33
38,7,23,24,33,34
39,5,15,21,24,28,29,30,33,34
40,3,16,19,23,25,31
41,1,2,9
42,13,18,20,31
43,4,33
44,1,3,14,19,24,31,32
45,5,9,10,12,18,28,29
46,1,2,34
47,3,4,9,13,14,19,31
48,3,4,9,14
49,8,10,14,34
50,1,4,10,14,16,19,27,28,29,33
51,4,12,30
52,8,13,27,33
53,3,19,23,30,32,34
54,1,14,16,27,29,31,32
55,1,3,5,6,18,32,33
56,1,7,10,16,20,21,23,26,28,29,30,34
57,3,4,6,17,19,25,28,29,31
58,1,2,7,9,24,26,28
59,2,3,7,9,12,14,25,28,31,33
60,3,5,6,14,15,17,20,22,28,31,34
61,3,10,20,23,28,29,32,33,34
62,2,10,15,25,28,30,34
63,10,16,20,21,24,28,30,31,32,34
64,10,20,27,32
65,1
66,3,5,9,13,14,18,22,32
67,7,8,11,14,25,26,28,33
68,3,5,6,9,17,25,28,31
69,10,26,33,34
70,9,15,23,24,27,30
71,3,27,28,30,31,34
72,10,15,21,24,28,30
73,3,25,34
74,2,4,24,26,27
75,8,14,25,30,31,33
76,1,2,4,19,23,26,28,30,33,34
77,2,8,9,12,21,24,28,29,33
78,14,15,21,28,30,33
79,2,25,32,33
80,9,14,21,28,31
81,3,9,24,25,33,34
82,4,10,30,31,32
83,1,2,14,34
84,5,7,12,13,19,22,24,27
85,4,5,26,33
86,1,2,3,16,19,24,25,31,34
87,1,3,4,8,9,10,11,12,18,20,24,30,33
88,1,13,14,19,20,22,24,26,27,29
89,3,8,11,14,22,28,32
90,1,3,6,14,26,29
91,8,13,24
92,28
93,3,24,34
94,10,15,20,30
95,27
96,34
97,15,16,19,21,24,31
98,2,30
99,4,14,22,27
100,4,13
101,1,3,13
102,2,3,7,8,10,13,14
103,5,17,18,22,28,29,31,34
104,1,9,14,19,20,24,29
105,4,5,13,14,26,30,31,34
106,4,8,10,11,14,15,16,19,21,24,25,27,32
107,3,5,6,13
108,1,29
109,4,7,9,18,34
110,6,13,16,19,28,29
111,7,11,24
112,5,26,28
113,3,34
114,1,10,14,20,28,31,32
115,2,6,13,14,20
116,3,4,8,11,20,34
117,2,5,9,10,14,30,31,32
118,4,26,29
119,3,8,34
120,1,8,10,14,32
121,1,3,4,7,18,20,22,29,32,33
122,23,25,26,29
123,25,32,33
124,1,3,25,26
125,1,4,10,18,22
126,1,3,6,7,12,22
127,4,9,10,13,14,32,33
128,8,13,16,19,21,23,25
129,1,2,28,32,33,34
130,1,5,8,13,20,23,24,25,26,30,32,33,34
131,3,12,19,20,21,22,28,29,30,31,32
132,10,14,27,32,34
133,1,2,3,4,9,14,15,16,20,24,25,30,31
134,8,13,14,22,27,32,33,34
135,3,9,14,21,24,26,27,29,30,32,34
136,8,10,15,20,31,34
137,3,4,9,10,15,16,21,24,28,30,33
138,4,13,21,23,24,25,26,32
139,1,3,13,14,25,26,32
140,1,3,7,8,11,13,24,25,32
141,3,4,7,9,10,18,20,32,34
142,1,3,4,5,8,10,14,15,20,21,23,24,25,26,33
143,5,7,8,10,11,21,22,24,25
144,1,2,5,7,17,28,30,32,33
145,2,4,7,8,9,13,14,17,18,19,22,23,24,25,26,27,30,32
146,1,3,13,14,27,30
147,4,6,20,29,30,33,34
148,1,2,11,17,20
149,3,6,9,11,13,20,22,34
150,1,9,10,11,14,17,19,20,24,28,30,33
151,1,2,4,6,7,8,11,12,18,20,22,24,25,27,32,33
152,2,4,6,8,14,18,24,26,30,31,32
153,8,26,29,31,34
154,1,3,15,20,24,25,29,30,32
155,4,9,10,11,14,18,20,22,28,30,33
156,2,5,15,16,19,25,30
157,8,20,24,31,32
158,26
159,25
160,28
161,24,34
162,15,20,23,31
163,2,34
164,4,18,20,28,32,33
165,1,2,8,16,23,26,29,32,34
166,1,3,4,6,8,10,15,24,26,31,32
167,2,9,10,13,18,22,28,30,32
168,1,3,18,20,24,25,27,29
169,1,3,10,22,26
170,1,4,5,6,9,12,14,22,28
171,2,6,7,9,13,14,17,18,20,24,25,32
172,11,14,20,26,29,30,34
173,2,4,6,10,14,24,33
174,11,16,18,22,32,34
175,15,20,21,24,27,31
176,9
177,1,31,33,34
178,3,5,6,8,15,18,22,23,30,33
179,1,2,4,7,9,16,21,23,28,29,33,34
180,4,6,17,32,33
181,7,9,16,21,29,30
182,1,17,31
183,8,11,12,13,14,20,32,33
184,2,21,25,26,33
185,3,8,22,28
186,1,2,3,24,25,34
187,5,8,12,13,14,16,18,19,20,30,31,32
188,7,25,27,33
189,5,17,21,23,26,31
190,1,32
